NOG,Start_date,End_date,Modality,Category,Event_description,Buyer_entity,Buyer_sub_entity,Seller,Qty_of_offers,Amount,Qty,Unit_of_measurement,Qty_sum,bigger_than,days
12275360,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Papelería y artículos de librería,TONER CÓDIGO: W2023x; COLOR: MAGENTA; NÚMERO: 414x; USO: IMPRESORA,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE QUETZALTENANGO,"DATAFLEX, SOCIEDAD ANONIMA",2,51750.0,30,Unidad - 1 Unidad,30,False,3 days 20:23:30.000000000
12275379,2020-03-30,2020-04-03,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,Camilla; Alto: 87 Centímetro(s); Ancho: 65 Centímetro(s); Apoya pies ginecológicos: Desmontables; Estructura: Metálica; Largo: 180 Centímetro(s); Material de superficie: Cuerina; Uso: Examen clínico;,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,"FABRICA ENSAMBLADORA E IMPORTADORA MEDICA, SOCIEDAD ANONIMA",5,9500.0,5,Unidad - 1 Unidad,5,False,3 days 21:18:19.000000000
12275425,2020-03-24,2020-03-26,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,RADIOTERAPIA TRATAMIENTO: BRAQUITERAPIA DE BAJA TASA DE DOSIS CON CESIO 137 (C-137),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,CENTRO DE RADIOTERAPIA Y ONCOLOGIA SOCIEDAD ANONIMA,1,15000.0,1,Unidad - 1 Unidad,1,False,1 days 19:17:37.000000000
12275433,2020-03-19,2020-03-24,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Electricidad y aire acondicionado,"MSPAS No. 2020-INF-CD-45 COMPRA DIRECTA DE MANTENIMIENTO Y REPARACIÓN A CUARTO FRIÓ UBICADO EN COCINA, PARA EL HOSPITAL INFANTIL DE INFECTOLOGÍA Y REHABILITACIÓN",MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE INFECTOLOGÍA Y REHABILITACIÓN,"MARROQUIN,AYALA,,JAKILIM,GRESIS",3,10500.0,1,Unidad,1,False,5 days 00:43:25.000000000
12275441,2020-03-20,2020-03-24,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Computación y telecomunicaciones, Papelería y artículos de librería",POR ADQUISICION DE TONER 100% ORIGINAL.,MINISTERIO DE SALUD PÚBLICA,HOSPITAL REGIONAL DE EL QUICHÉ,CANELLA SOCIEDAD ANONIMA,5,86240.0,176,Unidad - 1 Unidad,176,False,3 days 21:57:50.000000000
12275530,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,2209/2020 NEFROLOGIA; PROCEDIMIENTO; HEMODIÁLISIS -CÓDIGO 710020 - (SERVICIOS PARA PACIENTES DEL ÁREA OCCIDENTE DEL DEPARTAMENTO DE GUATEMALA),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"CLINICA MEDICA RENAL EMANUEL, SOCIEDAD ANONIMA",1,78000.0,104,Unidad - 1 Unidad,104,False,3 days 18:13:31.000000000
1227556,2010-07-16,2010-07-29,Cotización (Art. 38 LCE),Salud e insumos hospitalarios,SUMINISTRO DE SONDAS DE ASPIRACION NUMERO 6 Y 8 EVENTO MSPAS No. 2010-ROO-C059,MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,OXI-RENT SOCIEDAD ANONIMA,0,406000.0,2800,UNIDAD,5800,True,12 days 19:41:26.000000000
12275654,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,2210/2020 NEFROLOGIA; PROCEDIMIENTO; HEMODIÁLISIS -CÓDIGO 710020 - (SERVICIOS PARA PACIENTES DEL ÁREA OCCIDENTE DEL DEPARTAMENTO DE GUATEMALA),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"CLINICA MEDICA RENAL EMANUEL, SOCIEDAD ANONIMA",1,78000.0,104,Unidad - 1 Unidad,104,False,3 days 18:12:43.000000000
12275662,2020-03-30,2020-04-03,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Otros tipos de bienes o servicios, Salud e insumos hospitalarios",Refrigeradora para laboratorio; Cámara interior: Acero inoxidable; Charolas: 4; Compresor: 1/2 hp; Deshielo: Automático; Panel de control de temperatura: Grados centígrados; Rango de operación: +2°c a,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,"CORPORACION GRUPO TACSA, SOCIEDAD ANONIMA",10,18500.0,1,Unidad - 1 Unidad,1,False,3 days 21:19:27.000000000
12275697,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,2211/2020 NEFROLOGIA; PROCEDIMIENTO; HEMODIÁLISIS -CÓDIGO 710020 - (SERVICIOS PARA PACIENTES DEL ÁREA OCCIDENTE DEL DEPARTAMENTO DE GUATEMALA),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"CLINICA MEDICA RENAL EMANUEL, SOCIEDAD ANONIMA",1,78000.0,104,Unidad - 1 Unidad,104,False,3 days 18:12:25.000000000
12275700,2020-03-30,2020-04-03,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Muebles y mobiliario de oficina, Otros tipos de bienes o servicios, Salud e insumos hospitalarios","Monitor fetal; Batería: 14.8 Voltio; Contiene: Frecuencia de repetición de impulsos de 2khz, simulador fetal, frecuencia de ultrasonido de 1.0 mhz+10%, tipo de batería de iones de litio y rango fhr d",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,REPRESENTACIONES Y SERVICIOS ELECTROMEDICOS INDUSTRIALES Y DE COMUNICACION S.A.,4,6000.0,5,Unidad - 1 Unidad,5,False,3 days 21:17:26.000000000
12275719,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,95951 Set de punta radiofrecuencia para artroscopia de hombro y codo Stock-0143,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ACCIDENTES CEIBAL,"ORTOPEDIA DE GUATEMALA, SOCIEDAD ANONIMA",1,24720.0,16,Unidad - 1 Unidad,16,False,3 days 21:20:15.000000000
12275778,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Limpieza, fumigación y artículos afines","SERVICIO DE RECOLECCIÓN, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL DE DESECHOS SOLIDOS HOSPITALARIOS",MINISTERIO DE SALUD PÚBLICA,DIRECCIÓN DE ÁREA DE SALUD DE SAN MARCOS,ALCANCES MEDICOS SOCIEDAD ANONIMA,1,89179.2,22520,Unidad,22520,False,3 days 20:30:33.000000000
12275786,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,ADQUISICION Tira de control Hb Hemoglobina. Área: Química; Grado: Reactivo; Metodología: Manual; Uso: Diagnóstico laboratorio. Unidad. Prueba rápida para detección de TORCH. PARA LA DIRECCIÓN DE ÁREA DE SALUD DE ALTA VERAPAZ.,MINISTERIO DE SALUD PÚBLICA,DIRECCION DE AREA DE SALUD DE ALTA VERAPAZ,DIAGNOSTICOS DE ALTA TECNOLOGIA SOCIEDAD ANONIMA,2,17136.0,2400,Unidad - 1 Unidad,2876,True,4 days 01:01:12.000000000
12275794,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Computación y telecomunicaciones, Otros tipos de bienes o servicios","MODULO SFP VELOCIDAD: 10 GIGAS; TIPO: MULTIMODO; CONECTOR: LC, UNIDAD 1 UNIDAD(ES)",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE QUETZALTENANGO,"WEBTEC , SOCIEDAD ANONIMA",3,7760.0,8,Unidad,8,False,3 days 19:55:43.000000000
12275859,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,95949 Set de punta de rasurador para artroscopia de hombro y codo Stock-0144,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ACCIDENTES CEIBAL,"ORTOPEDIA DE GUATEMALA, SOCIEDAD ANONIMA",1,38625.0,25,Unidad - 1 Unidad,25,False,3 days 21:18:24.000000000
12275883,2020-03-31,2020-04-02,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"PEDIDO 142/2020 PSYLLIUM PLÁTAGO, POLVO, 35-50% (DE SEMILLA) BOTE 400 G",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DE CUILAPA, SANTA ROSA","DROGUERIA REFASA , SOCIEDAD ANONIMA",2,16425.0,900,Bote - 400 Gramos(gr),900,False,2 days 00:54:50.000000000
12275921,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,CÓDIGO INSTITUCIONAL 212580 RAYOS X; ESTUDIOS ESPECIALES CON MEDIO DE CONTRASTE SIN FLUOROSCOPIA; SERIE GASTROINTESTINAL,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE ESCUINTLA,"NTRVSC, SOCIEDAD ANONIMA",2,4375.0,5,Unidad - 1 Unidad,5,False,3 days 21:29:35.000000000
12275948,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,96232 Set de tubo irrigacion bomba artroscopia hombro y codo Stock-0145,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ACCIDENTES CEIBAL,"ORTOPEDIA DE GUATEMALA, SOCIEDAD ANONIMA",1,39800.0,40,Unidad - 1 Unidad,40,False,3 days 21:16:25.000000000
12275956,2020-03-25,2020-03-26,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Salud e insumos hospitalarios,"ADQUISICIÓN DE MASCARILLA N-95, PARA LA DIRECCIÓN DE ÁREA DE SALUD GUATEMALA SUR POR EMERGENCIA COVID-19 SEGÚN DECRETO GUBERNATIVO 5-2020",MINISTERIO DE SALUD PÚBLICA,DIRECCION DE AREA DE SALUD GUATEMALA SUR,"ASESORIA EN RECURSOS OCUPACIONALES, SOCIEDAD ANONIMA",1,60000.0,80,Caja - 20 Unidades,80,False,1 days 01:26:40.000000000
1227599,2010-07-15,2010-07-29,Cotización (Art. 38 LCE),Construcción y materiales afines,"MEJORAMIENTO CALLE CASERIO SAN LORENZO, DEL MUNICIPIO DE PATZUN, DEPARTAMENTO DE CHIMALTENANGO",ASOCIACION PARA DESARROLLO ASOTEJ ONG,ASOCIACION PARA DESARROLLO ASOTEJ ONG,"CUJCUJ,AJCIVINAC,,CARLOS,HUMBERTO",0,213000.0,1,"Mts. 2, Mts. 3, Mts. L",1,False,13 days 15:09:03.000000000
12276049,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,2212/2020 NEFROLOGIA; PROCEDIMIENTO; HEMODIÁLISIS -CÓDIGO 710020 - (SERVICIOS PARA PACIENTES DEL ÁREA OCCIDENTE DEL DEPARTAMENTO DE GUATEMALA),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"CLINICA MEDICA RENAL EMANUEL, SOCIEDAD ANONIMA",1,78000.0,104,Unidad - 1 Unidad,104,False,3 days 18:12:10.000000000
12276057,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,95120 Set de cánula para artroscopia inestabilidad hombro Stock-0146,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ACCIDENTES CEIBAL,"ORTOPEDIA DE GUATEMALA, SOCIEDAD ANONIMA",1,20125.0,25,Unidad - 1 Unidad,25,False,3 days 21:15:45.000000000
12276081,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,2213/2020 NEFROLOGIA; PROCEDIMIENTO; HEMODIÁLISIS -CÓDIGO 710020 - (SERVICIOS PARA PACIENTES DEL ÁREA OCCIDENTE DEL DEPARTAMENTO DE GUATEMALA),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"CLINICA MEDICA RENAL EMANUEL, SOCIEDAD ANONIMA",1,78000.0,104,Unidad - 1 Unidad,104,False,3 days 18:11:52.000000000
12276103,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"19264 Ancla bioabsorbible con 2 suturas de 4.5 mm, adaptable según necesidades del paciente. Stock-0147",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ACCIDENTES CEIBAL,"ORTOPEDIA DE GUATEMALA, SOCIEDAD ANONIMA",1,64050.0,10,Unidad - 1 Unidad,10,False,3 days 21:14:16.000000000
12276197,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"19268 Ancla bioabsorbible sin nudos de 4.5 mm, adaptable según necesidades del paciente. Stock-0148",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ACCIDENTES CEIBAL,"ORTOPEDIA DE GUATEMALA, SOCIEDAD ANONIMA",1,65220.0,12,Unidad - 1 Unidad,12,False,3 days 21:09:59.000000000
12276200,2020-03-30,2020-04-03,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Muebles y mobiliario de oficina,Rotador de serología; Motor: 120 Voltio(s); Peso: 9.7 Libra(s); Tacómetro: Análogo; Temporizador: 30 Minuto(s); Uso: Laboratorio; Velocidad: 45 a 250 revoluciones por minuto (rpm);,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,"COTZAJAY,MORATAYA,,ESROM,OBED",1,15120.0,1,Unidad - 1 Unidad,1,False,3 days 22:06:24.000000000
12276227,2020-03-20,2020-03-24,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"15600 - ERGOTAMINA EN ASOCIACIÓN, TABLETA 1 MG C-954",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","BIOLOGICOS Y FARMACEUTICOS, SOCIEDAD ANONIMA",2,17784.0,15600,Unidad - 1 Unidad,15600,False,3 days 15:13:11.000000000
12276235,2020-04-27,2020-05-25,Cotización (Art. 38 LCE),Otros tipos de bienes o servicios,ADQUISICIÓN DE HIDROLAVADORAS PARA EQUIPAMIENTO DE LA POLICÍA NACIONAL CIVIL,MINISTERIO DE GOBERNACIÓN,DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL CIVIL -PNC-,"EQUIPOS Y FIJACIONES DE GUATEMALA, SOCIEDAD ANONIMA",2,367965.0,60,Unidad - 1 Unidad,60,False,27 days 18:23:34.000000000
12276243,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,CODIGO INSTITUCIONAL 320160 NEUMOLOGIA; PROCEDIMIENTO; OXIMETRIA DE PULSO AMBULATORIO DE 24 HORAS,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE ESCUINTLA,"COBAR,BENARD,,LUIS,ALBERTO",1,3500.0,10,Unidad - 1 Unidad,10,False,3 days 21:23:10.000000000
12276278,2020-04-23,2020-06-03,Licitación Pública (Art. 17 LCE),"Transporte, repuestos y combustibles","ARRENDAMIENTO DE CAMIONES CISTERNA PARA LA DISTRIBUCIÓN DE AGUA POTABLE EN EL MUNICIPIO DE BARBERENA, SANTA ROSA.","MUNICIPALIDAD DE BARBERENA, SANTA ROSA",MUNICIPALIDAD DE BARBERENA,INVERSIONES RIO DE PLATA SOCIEDAD ANONIMA,1,1392000.0,1,Unidad,1,False,40 days 22:46:34.000000000
12276286,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"ADQUISICIÓN Hipoclorito de calcio 70% granulado (caneca), PARA LA DIRECCIÓN DE ÁREA DE SALUD DE ALTA VERAPAZ.",MINISTERIO DE SALUD PÚBLICA,DIRECCION DE AREA DE SALUD DE ALTA VERAPAZ,"COPROSERVICIOS, SOCIEDAD ANONIMA",3,42000.0,35,Unidad - 1 Unidad,35,False,4 days 00:37:20.000000000
12276308,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,2214/2020 NEFROLOGIA; PROCEDIMIENTO; HEMODIÁLISIS -CÓDIGO 710020 - (SERVICIOS PARA PACIENTES DEL ÁREA OCCIDENTE DEL DEPARTAMENTO DE GUATEMALA),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"CLINICA MEDICA RENAL EMANUEL, SOCIEDAD ANONIMA",1,78000.0,104,Unidad - 1 Unidad,104,False,3 days 18:11:38.000000000
12276316,2020-03-30,2020-04-03,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Muebles y mobiliario de oficina,Plato agitador calentador; Ajuste de temperatura: Hasta 380 grados celsius; Alimentación: 110 Voltio(s); Ancho: 25 Centímetro(s); Forma: Cuadrado; Largo: 30 Centímetro(s); Pantalla: Digital; Volumen m,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,DISTRIBUIDORA DE LABORATORIO Y EQUIPO INSTITUCIONAL SOCIEDAD ANONIMA,2,4720.0,1,Unidad - 1 Unidad,1,False,3 days 22:07:24.000000000
12276324,2020-03-20,2020-03-24,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"520 - POLICRESULENO, ÓVULOS VAGINALES 90 MG CON APLICADOR C-1005",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL",LABORATORIOS Y DROGUERIA PHARMADEL SOCIEDAD ANONIMA,2,4628.0,520,Unidad - 1 Unidad,520,False,3 days 15:08:29.000000000
12276340,2020-03-19,2020-03-24,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"PEDIDO 598 CODIGO IGSS 2003, Ramipril, Tableta o Cápsula 5 mg",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"UNIDAD DE CONSULTA EXTERNA DE ESPECIALIDADES MEDICO-QUIRURGICAS ""GERONA""","REUS PHARMA, SOCIEDAD ANONIMA",3,41850.0,31000,Unidad - 1 Unidad,31000,False,4 days 17:31:37.000000000
12276359,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Computación y telecomunicaciones, Otros tipos de bienes o servicios",Tóner Código: W2022x; Color: Amarillo; Número: 414x; Uso: Impresora; Unidad 1 Unidad(es),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE QUETZALTENANGO,"DATAFLEX, SOCIEDAD ANONIMA",3,51750.0,30,Unidad - 1 Unidad,30,False,3 days 20:19:31.000000000
12276367,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,2215/2020 NEFROLOGIA; PROCEDIMIENTO; HEMODIÁLISIS -CÓDIGO 710020 - (SERVICIOS PARA PACIENTES DEL ÁREA OCCIDENTE DEL DEPARTAMENTO DE GUATEMALA),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"CLINICA MEDICA RENAL EMANUEL, SOCIEDAD ANONIMA",1,78000.0,104,Unidad - 1 Unidad,104,False,3 days 18:11:14.000000000
12276383,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,CODIGO INSTITUCIONAL 122231 LABORATORIO CLINICO; BIOQUIMICA GENERAL; PRUEBA DE QUANTIFERON,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE ESCUINTLA,"CERICAP, SOCIEDAD ANONIMA",1,2600.0,2,Unidad - 1 Unidad,2,False,3 days 21:14:38.000000000
1227645,2010-07-12,2010-07-12,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Construcción y materiales afines,"EMERGENCIA EM-06-2010 EMERGENCIA EN PUENTES DE COBAN TZACANIJA, SAQUIJA, CHILAX, XUCANEB, SAN PABLO, MESTELA Y CHICHEN","MINISTERIO DE COMUNICACIONES, INFRAESTRUCTURA Y VIVIENDA",FIDEICOMISO DEL FONDO VIAL,E C T CONSTRUCTORA SOCIEDAD ANONIMA,0,9983601.5,7,KMS.,7,False,0 days 00:30:49.000000000
12276464,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,2216/2020 NEFROLOGIA; PROCEDIMIENTO; HEMODIÁLISIS -CÓDIGO 710020 - (SERVICIOS PARA PACIENTES DEL ÁREA OCCIDENTE DEL DEPARTAMENTO DE GUATEMALA),INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"CLINICA MEDICA RENAL EMANUEL, SOCIEDAD ANONIMA",1,78000.0,104,Unidad - 1 Unidad,104,False,3 days 18:11:03.000000000
12276510,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Otros tipos de bienes o servicios, Papelería y artículos de librería","PED. 315/2020 S/C CAJA, ALTO: 28 CENTIMETRO(S); ANCHO: 40 CENTIMETRO(S); CAPACIDAD: 35 KILOGRAMO(S); LARGO: 60 CENTIMETRO(S); MATERIAL: PLASTICO; TAPADERA: SI; UNIDAD/1 UNIDAD(ES)",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD PERIFERICA ZONA 11,"PLASTIHOGAR, SOCIEDAD ANONIMA",10,560.0,10,Unidad - 1 Unidad,10,False,4 days 01:10:26.000000000
12276529,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Seguridad y armamento,"SERVICIO DE SEGURIDAD Y VIGILANCIA DE 18 AGENTES, EN TURNOS DE 9 ELEMENTOS DE 24 X 24 HORAS, PARA EL CONSULTORIO DE ANTIGUA GUATEMALA, SACATEPEQUEZ, CLÍNICA DE HEMODIALISIS Y PROYECTO HOSPITAL LA CAPITANÍA POR EL PERIODO DEL 01 AL 30 DE ABRIL 2020, P.956/2020",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CONSULTORIO ANTIGUA GUATEMALA, SACATEPEQUEZ","ARANA, CARRILLO SERVICIOS DE VIGILANCIA PROFESIONAL, SOCIEDAD ANONIMA",1,88200.0,1,Mes,1,False,3 days 22:22:32.000000000
12276537,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,CÓDIGO INSTITUCIONAL 121393 LABORATORIO CLÍNICO; INMUNOLOGIA Y SEROLOGIA; PRUEBA DE QUANTIFERON PARA TUBERCULOSIS,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE ESCUINTLA,"CERICAP, SOCIEDAD ANONIMA",1,2600.0,2,Unidad - 1 Unidad,2,False,3 days 21:13:51.000000000
12276545,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"PEDIDO NO. 4248/2020 TRASTUZUMAB, POLVO PARA USO PARENTERAL 440 MG/20 ML VIAL CODIGO IGSS 10510.",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"ARIA PHARMACEUTICAL GROUP, SOCIEDAD ANÓNIMA",2,85939.0,7,Frasco vial - 1 Unidad,7,False,3 days 16:44:20.000000000
12276553,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"CÓDIGO IGSS 48, CEFIXIMA TABLETA O CÁPSULA 400 MG",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CENTRO DE ATENCIÓN MÉDICA INTEGRAL PARA PENSIONADOS ""CAMIP 3 ZUNIL""",LABORATORIOS Y DROGUERIA PHARMADEL SOCIEDAD ANONIMA,4,1540.0,500,Unidad - 1 Unidad,500,False,3 days 19:23:55.000000000
12276596,2020-03-20,2020-03-24,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,POR ADQUISICION DE CARBETOCINA Y MULTIVITAMINICO MVI PARA ADULTOS.,MINISTERIO DE SALUD PÚBLICA,HOSPITAL REGIONAL DE EL QUICHÉ,"ACEITUNO,RUBIO,JIMENEZ,JENY,BETHZAIDA",1,12700.8,123,Ampolla - 1 Mililitro(ml),121062,True,3 days 21:58:15.000000000
12276650,2020-03-20,2020-03-24,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Electricidad y aire acondicionado, Otros tipos de bienes o servicios","A-018 C-S/C MANTENIMIENTO PREVENTIVO A BOMBA DE AGUA MARCA BALDOR MODELO FWC22273, CON NÚMERO DE BIEN 236596, MANTENIMIENTO",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD PERIFERICA ZONA 5,"GAITAN,,,PABLO,JAVIER",4,1200.0,1,Unidad,1,False,4 days 02:58:45.000000000
12276707,2020-03-19,2020-03-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"19272 Ancla biodegradable de fijación de 5 mm con suturas y aguja, adaptable según necesidades del paciente. Stock-0149",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ACCIDENTES CEIBAL,"ORTOPEDIA DE GUATEMALA, SOCIEDAD ANONIMA",1,54350.0,10,Unidad - 1 Unidad,10,False,3 days 21:06:34.000000000
